,TotalCharges,tenure,MonthlyCharges,MultipleLines_No phone service,SeniorCitizen,Contract_One year,PaymentMethod_Credit card (automatic),InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Mailed check,Contract_Two year,Churn,OnlineSecurity_Yes,TechSupport_Yes
1161,31.35,1,31.35,1,0,0,0,0,0,1,0,1,0,0
1162,4991.5,67,72.35,0,0,1,0,0,1,0,0,0,1,1
1163,1052.4,12,89.75,0,0,0,0,0,1,0,0,1,0,0
1164,5831.2,71,82.7,0,1,0,0,0,1,0,1,0,1,1
1165,510.8,25,19.9,0,0,1,1,1,0,0,0,0,0,0
1166,283.95,5,53.8,0,0,0,0,0,0,0,0,0,1,0
1167,1295.4,26,51.55,0,0,1,1,0,0,0,0,0,0,0
1168,19.65,1,19.65,0,0,1,0,1,0,1,0,0,0,0
1169,3011.65,70,44.05,1,1,1,1,0,0,0,0,0,0,0
1170,8093.15,72,114.0,0,0,0,0,0,0,0,1,0,1,1
1171,5610.25,60,94.4,0,0,1,0,0,0,0,0,1,0,0
1172,3217.65,32,100.4,0,1,0,0,0,0,0,0,0,0,0
1173,19.85,1,19.85,0,0,0,0,1,0,0,0,1,0,0
1174,773.2,14,54.25,0,0,1,0,0,0,1,0,0,0,0
1175,1029.35,13,80.0,0,0,0,1,0,0,0,0,0,1,0
1176,669.45,6,109.9,0,0,0,1,0,0,0,0,1,0,1
1177,3593.8,46,79.2,0,0,0,0,0,0,1,1,0,1,0
1178,1553.95,15,101.35,0,0,0,0,0,0,0,0,1,0,1
1179,3953.15,43,94.3,0,1,0,0,0,0,0,0,0,0,1
1180,1971.15,39,49.8,0,0,0,0,0,1,0,1,0,0,1
1181,1236.15,21,60.05,0,1,0,0,0,1,0,0,1,0,0
1182,3196.0,57,53.75,1,0,0,0,0,0,0,0,0,1,0
1183,4872.2,53,93.45,0,0,1,0,0,0,0,0,0,0,1
1184,1500.5,18,87.9,0,0,0,0,0,0,1,0,0,1,0
1185,60.15,1,60.15,0,0,0,0,0,0,0,0,1,0,0
1186,3478.75,58,61.05,0,0,1,0,0,1,0,0,0,1,1
1187,7413.55,71,104.05,0,1,0,0,0,1,0,1,0,0,0
1188,3532.0,35,99.25,0,0,1,0,0,0,0,0,0,0,1
1189,256.75,3,85.7,0,0,0,1,0,0,0,0,0,0,0
1190,3887.25,38,104.85,0,0,1,0,0,0,0,0,0,1,0
1191,2490.15,35,69.15,0,0,0,1,0,0,0,1,0,1,1
1192,593.45,7,90.45,0,0,0,0,0,0,0,0,1,0,0
1193,3510.3,47,74.45,0,0,0,0,0,0,1,1,0,0,1
1194,765.45,14,50.45,0,0,0,0,0,0,0,0,0,0,0
1195,1259.35,20,60.0,0,1,0,0,0,0,0,0,0,0,0
1196,5538.35,66,85.25,0,0,0,0,0,0,0,1,0,1,1
1197,340.85,15,19.45,0,0,0,1,1,0,0,0,0,0,0
1198,844.45,42,20.75,0,0,0,0,1,1,0,1,0,0,0
1199,1348.95,17,78.9,0,0,0,0,0,0,0,0,0,1,0
1200,3778.0,37,104.5,0,0,1,1,0,0,0,0,0,0,1
1201,611.65,12,49.4,0,0,0,0,0,0,0,0,0,0,0
1202,4867.95,53,94.25,0,0,1,0,0,1,0,0,1,0,0
1203,1505.05,60,25.0,0,0,0,0,1,0,1,1,0,0,0
1204,467.85,18,25.55,1,0,0,1,0,0,0,0,0,0,0
1205,74.9,1,74.9,0,0,0,0,0,0,0,0,1,0,0
1206,194.2,3,70.15,0,0,0,0,0,0,0,0,0,0,0
1207,571.45,9,69.4,0,0,0,1,0,0,0,0,0,0,1
1208,80.25,1,80.25,0,0,0,0,0,0,0,0,1,0,0
1209,5253.95,56,93.15,0,0,1,0,0,0,0,0,0,1,0
1210,1149.65,17,69.0,0,0,0,0,0,0,0,0,1,0,0
1211,740.8,11,66.35,0,0,0,0,0,0,0,0,1,0,1
1212,521.35,7,69.55,0,0,0,0,0,0,0,0,0,0,0
1213,1412.65,69,20.2,0,0,0,0,1,1,0,1,0,0,0
1214,1532.45,19,86.0,0,0,0,0,0,1,0,0,1,0,0
1215,250.05,3,80.3,0,0,0,0,0,0,0,0,1,0,0
1216,1090.6,54,20.4,0,0,0,1,1,0,0,1,0,0,0
1217,1446.8,62,23.75,0,0,1,1,1,0,0,0,0,0,0
1218,2282.55,24,90.55,0,0,0,1,0,0,0,0,1,0,0
1219,4300.45,62,70.45,0,0,0,1,0,0,0,0,0,0,0
1220,1111.2,17,65.75,0,0,0,0,0,1,0,0,0,1,0
1221,190.1,9,24.6,1,0,0,0,0,0,1,0,0,0,0
1222,4447.75,64,69.25,0,0,0,0,0,0,1,1,0,1,1
1223,143.35,2,75.9,0,0,0,0,0,0,0,0,1,0,0
1224,45.85,1,45.85,0,0,0,0,0,0,1,0,1,0,0
1225,810.2,16,49.95,1,0,0,0,0,0,0,0,1,0,1
1226,1830.05,72,24.65,0,0,0,0,1,1,0,1,0,0,0
1227,2820.65,30,90.4,0,0,1,0,0,1,0,0,0,1,0
1228,4847.35,49,100.85,0,0,0,0,0,0,1,0,0,1,0
1229,4729.3,61,75.35,0,0,0,1,0,0,0,1,0,1,1
1230,4017.45,47,87.2,0,0,0,0,0,0,0,0,0,0,0
1231,1398.6,20,64.4,0,0,0,1,0,0,0,0,0,1,0
1232,2564.3,34,78.3,0,0,0,0,0,0,0,0,1,0,0
1233,1685.9,70,24.7,0,0,0,0,1,1,0,1,0,0,0
1234,5826.65,54,105.85,0,0,1,0,0,0,0,0,0,1,1
1235,6066.55,61,98.3,0,1,1,0,0,0,1,0,0,0,1
1236,228.4,3,76.95,0,0,0,0,0,0,0,0,1,0,0
1237,270.2,13,19.45,0,0,1,0,1,0,1,0,0,0,0
1238,1529.2,16,96.15,0,1,0,0,0,0,0,0,1,0,0
1239,168.6,3,58.7,0,0,0,1,0,0,0,0,0,0,0
1240,536.35,25,20.15,0,0,0,0,1,0,1,0,0,0,0
1241,1888.45,30,64.5,0,0,0,0,0,0,1,0,0,1,0
1242,629.35,21,28.5,1,0,0,0,0,0,0,0,0,1,0
1243,45.3,1,45.3,0,0,0,0,0,0,0,0,1,0,0
1244,289.3,15,19.4,0,0,0,0,1,1,0,0,1,0,0
1245,2117.25,23,90.45,0,1,0,0,0,0,0,0,0,0,0
1246,4730.9,45,105.15,0,0,0,0,0,0,0,0,0,1,0
1247,2033.05,24,83.15,0,0,1,0,0,1,0,0,0,0,0
1248,987.95,11,90.15,0,0,0,0,0,0,0,0,1,0,1
1249,45.05,1,45.05,0,0,0,0,0,0,1,0,1,0,0
1250,5744.35,56,103.2,0,0,0,0,0,1,0,1,0,0,1
1251,75.8,1,75.8,0,0,0,0,0,0,0,0,1,0,0
1252,19.45,1,19.45,0,0,0,0,1,0,0,0,0,0,0
1253,523.15,7,79.3,0,0,0,0,0,0,0,0,1,0,0
1254,4805.3,55,88.8,0,1,0,1,0,0,0,1,0,0,1
1255,59.05,2,30.9,1,0,0,0,0,0,0,0,1,0,1
1256,6110.75,72,85.9,0,0,0,1,0,0,0,1,0,1,1
1257,1596.6,45,34.2,1,1,1,0,0,0,0,0,0,0,0
1258,1046.2,47,20.15,0,0,0,0,1,0,1,1,0,0,0
1259,4424.2,46,95.25,0,1,1,1,0,0,0,0,1,0,0
1260,92.75,2,50.3,0,0,0,0,0,0,1,0,0,0,0
1261,194.55,2,80.15,0,0,0,0,0,0,0,0,0,1,1
1262,612.1,12,51.25,0,0,0,0,0,0,0,0,0,0,0
1263,6127.6,68,89.6,0,1,0,0,0,1,0,0,1,0,0
1264,6671.7,69,95.2,0,0,0,1,0,0,0,1,0,0,1
1265,5264.3,56,94.8,0,1,1,1,0,0,0,0,0,1,0
1266,303.7,4,80.25,0,1,0,0,0,0,0,0,0,1,0
1267,4818.8,64,76.1,0,0,0,0,0,1,0,1,0,0,1
1268,6448.05,59,110.15,0,0,1,0,0,0,0,0,1,1,0
1269,7159.05,62,115.55,0,0,0,0,0,1,0,1,0,1,1
1270,1574.5,63,24.65,0,0,0,1,1,0,0,1,0,0,0
1271,2879.2,53,53.6,1,0,1,0,0,0,0,0,0,1,1
1272,86.05,5,19.45,0,0,0,0,1,0,1,0,0,0,0
1273,4159.45,49,88.2,0,1,0,0,0,0,0,0,0,1,0
1274,6638.35,62,101.15,0,0,0,0,0,1,0,1,0,1,0
1275,3112.05,55,56.8,0,0,0,0,0,0,1,1,0,1,1
1276,7168.25,71,99.4,0,1,0,0,0,0,0,1,0,1,1
1277,1326.25,72,20.1,0,0,0,1,1,0,0,1,0,0,0
1278,2234.55,36,60.7,1,0,1,1,0,0,0,0,0,1,1
1279,495.15,25,20.95,0,0,1,0,1,1,0,0,0,0,0
1280,8317.95,72,114.85,0,1,0,0,0,1,0,1,0,1,1
1281,679.8,36,19.25,0,0,1,0,1,1,0,0,0,0,0
1282,62.8,1,62.8,0,0,0,0,0,0,1,0,0,0,0
1283,7544.0,72,105.5,0,0,0,0,0,0,0,1,0,1,0
1284,1188.25,59,19.85,0,0,0,0,1,0,1,1,0,0,0
1285,676.7,7,89.5,0,1,0,0,0,0,0,0,1,0,0
1286,74.1,1,74.1,0,0,1,1,0,0,0,0,0,0,1
1287,3242.5,30,107.5,0,0,0,0,0,0,0,0,0,0,1
1288,1240.15,64,19.55,0,0,0,0,1,0,1,1,0,0,0
1289,4111.35,63,68.8,0,0,1,0,0,1,0,0,0,1,1
1290,5899.85,72,84.45,0,1,0,1,0,0,0,1,0,1,0
1291,632.95,8,75.0,0,0,0,0,0,0,0,0,1,1,0
1292,5193.2,62,84.5,0,0,0,0,0,1,0,1,0,0,1
1293,7530.8,67,111.2,0,0,0,0,0,1,0,1,0,0,1
1294,270.95,6,44.75,0,0,0,0,0,0,0,0,1,0,0
1295,5460.2,70,80.6,0,0,0,0,0,1,0,1,0,1,1
1296,1614.2,20,80.7,0,1,0,0,0,1,0,0,0,0,0
1297,402.5,5,75.6,0,0,0,0,0,0,0,0,0,0,0
1298,1367.75,24,57.6,1,0,1,0,0,0,0,0,0,1,0
1299,483.7,11,44.05,0,0,0,0,0,0,0,0,1,0,0
1300,7962.2,72,110.6,0,0,0,1,0,0,0,1,0,0,1
1301,3810.8,66,58.2,0,0,0,1,0,0,0,1,0,1,1
1302,3533.6,45,81.0,0,0,0,0,0,0,1,1,0,1,1
1303,1396.9,69,19.7,0,0,0,0,1,1,0,1,0,0,0
1304,1345.55,15,85.6,0,1,0,0,0,1,0,0,1,0,0
1305,1646.45,28,59.55,0,0,0,0,0,1,0,0,0,0,0
1306,8127.6,70,115.55,0,0,1,1,0,0,0,0,1,1,1
1307,2680.15,36,75.55,0,0,1,0,0,0,1,0,0,1,1
1308,1281.0,16,86.6,0,1,0,0,0,0,0,0,1,0,0
1309,1553.9,18,85.2,0,0,0,0,0,0,0,0,1,0,0
1310,3207.55,34,97.65,0,0,0,0,0,0,0,0,1,0,0
1311,2049.05,42,45.1,1,0,1,1,0,0,0,0,0,0,0
1312,3629.2,48,70.95,0,0,1,0,0,1,0,0,0,1,1
1313,5124.55,47,109.55,0,0,0,0,0,0,0,0,1,0,1
1314,3474.45,39,89.55,0,0,1,0,0,0,0,0,1,0,1
1315,202.3,11,20.9,0,0,0,1,1,0,0,1,0,0,0
1316,147.5,7,19.95,0,0,0,0,1,0,1,0,0,0,0
1317,86.35,3,24.6,0,0,0,0,1,0,1,0,0,0,0
1318,579.0,8,66.7,0,0,0,0,0,0,0,0,0,1,0
1319,19.45,1,19.45,0,0,0,0,1,0,1,0,1,0,0
1320,3131.55,32,94.8,0,0,1,0,0,0,1,0,0,1,0
1321,3928.3,60,65.85,0,0,1,0,0,1,0,0,0,1,1
1322,187.75,10,19.95,0,0,0,0,1,1,0,0,0,0,0
1323,1710.15,71,24.65,0,0,0,0,1,1,0,1,0,0,0
1324,76.35,4,20.35,0,0,0,0,1,0,1,0,1,0,0
1325,69.25,1,69.25,0,1,0,0,0,0,0,0,1,0,0
1326,2151.6,43,51.25,1,0,1,0,0,1,0,0,0,1,1
1327,5961.1,59,99.5,0,0,1,0,0,1,0,0,1,0,0
1328,1221.55,23,54.25,0,0,0,0,0,0,0,0,0,0,1
1329,1496.45,72,19.4,0,0,0,0,1,1,0,1,0,0,0
1330,1292.2,22,56.25,0,0,1,1,0,0,0,0,0,1,1
1331,25.15,1,25.15,1,0,0,0,0,0,1,0,0,0,0
1332,1713.1,69,23.95,0,0,0,0,1,1,0,1,0,0,0
1333,1748.9,50,35.4,1,0,1,0,0,0,1,0,0,1,1
1334,25.2,1,25.2,1,1,0,0,0,0,0,0,1,0,0
1335,96.45,2,45.0,0,0,0,0,0,0,1,0,1,0,0
1336,1114.55,15,75.35,0,0,0,0,0,1,0,0,0,0,0
1337,609.1,31,20.4,0,0,0,0,1,1,0,1,0,0,0
1338,20.15,1,20.15,0,0,0,0,1,0,1,0,1,0,0
1339,7133.25,66,105.0,0,0,0,1,0,0,0,0,1,0,0
1340,2283.3004408418656,0,56.05,1,0,0,1,0,0,0,1,0,1,1
1341,169.45,3,54.7,0,0,0,1,0,0,0,0,1,0,0
1342,141.6,8,20.0,0,0,0,0,1,0,1,1,0,0,0
1343,4688.65,64,73.05,0,0,1,1,0,0,0,0,0,1,0
1344,563.05,28,20.5,0,0,0,0,1,0,1,0,0,0,0
1345,5985.0,57,100.75,0,0,1,1,0,0,0,0,0,0,0
1346,1258.6,14,87.25,0,0,0,0,0,0,0,0,1,0,0
1347,373.5,19,19.95,0,0,0,0,1,0,1,1,0,0,0
1348,857.2,10,79.95,0,0,0,0,0,0,0,0,1,0,0
1349,2553.35,51,49.65,1,0,0,0,0,0,0,0,0,0,0
1350,4322.85,67,65.65,0,0,0,0,0,0,1,1,0,1,0
1351,250.8,11,20.45,0,0,0,0,1,0,0,0,0,0,0
1352,4549.05,72,60.95,1,0,0,0,0,1,0,1,0,1,1
1353,1359.5,66,20.35,0,0,1,0,1,0,0,0,0,0,0
1354,1639.3,18,88.35,0,0,0,0,0,0,0,0,1,0,1
1355,178.85,9,19.5,0,0,0,0,1,0,0,0,0,0,0
1356,633.85,9,75.2,0,0,0,1,0,0,0,0,0,0,0
1357,5315.1,48,111.45,0,0,0,0,0,1,0,0,0,1,0
1358,735.5,10,70.15,0,0,0,0,0,0,1,0,0,0,0
1359,889.9,9,94.75,0,0,0,0,0,0,0,0,1,0,0
1360,1290.0,13,95.05,0,1,0,0,0,0,0,0,1,0,0
1361,330.05,4,78.45,0,0,0,0,0,0,0,0,1,0,0
1362,237.95,4,70.2,0,0,0,0,0,0,0,0,1,0,0
1363,6474.4,72,92.0,0,0,0,0,0,1,0,1,0,1,1
1364,4421.95,51,85.5,0,0,0,1,0,0,0,1,0,1,1
1365,2452.7,59,41.05,1,0,0,0,0,1,0,0,1,0,0
1366,813.85,10,85.6,0,0,0,0,0,0,0,0,1,0,0
1367,4904.85,61,82.15,0,1,0,0,0,0,0,0,0,0,0
1368,4484.05,54,84.4,0,0,1,0,0,0,0,0,0,1,1
1369,2033.85,33,60.9,0,0,0,0,0,0,1,0,0,1,0
1370,538.2,27,20.25,0,0,0,0,1,1,0,1,0,0,0
1371,79.2,1,79.2,0,1,0,0,0,0,0,0,1,0,0
1372,2192.9,23,95.3,0,0,0,0,0,0,1,0,0,0,0
1373,19.85,1,19.85,0,0,0,0,1,0,1,0,0,0,0
1374,3858.05,45,84.35,0,0,0,0,0,0,1,1,0,1,1
1375,854.8,39,19.85,0,0,0,0,1,1,0,1,0,0,0
1376,347.4,5,70.0,0,0,1,0,0,0,1,0,1,0,0
1377,5815.15,72,82.3,0,0,0,0,0,1,0,1,0,1,1
1378,3970.4,58,66.8,0,0,0,0,0,1,0,0,0,0,0
1379,3058.15,70,44.6,1,0,0,0,0,1,0,1,0,1,1
1380,6145.2,61,98.45,0,0,1,0,0,1,0,0,0,0,1
1381,129.2,2,70.7,0,0,0,0,0,0,1,0,0,0,0
1382,1165.9,46,24.95,0,0,1,0,1,0,1,0,0,0,0
1383,49.95,1,49.95,0,0,0,0,0,1,0,0,1,0,0
1384,1554.0,22,69.25,0,0,0,0,0,0,0,0,1,0,0
1385,4904.25,48,102.5,0,0,0,1,0,0,0,1,0,1,1
1386,5632.55,64,86.55,0,0,0,1,0,0,0,1,0,0,1
1387,1643.25,72,24.3,0,0,0,0,1,1,0,1,0,0,0
1388,740.55,12,58.35,0,0,0,1,0,0,0,0,0,0,0
1389,3217.55,34,94.25,0,1,0,0,0,0,0,0,1,0,0
1390,4888.2,72,68.75,0,0,0,1,0,0,0,1,0,1,0
1391,2440.25,29,85.8,0,0,0,0,0,0,0,0,0,0,0
1392,620.55,33,20.1,0,0,1,1,1,0,0,0,0,0,0
1393,20.35,1,20.35,0,0,0,0,1,0,1,0,0,0,0
1394,6840.95,62,110.8,0,0,1,0,0,0,0,0,0,0,1
1395,3001.2,41,73.0,0,0,1,0,0,0,0,0,1,0,0
1396,6254.2,64,100.05,0,0,1,1,0,0,0,0,1,0,0
1397,319.6,4,82.85,0,0,0,1,0,0,0,0,0,0,0
1398,1938.05,24,84.35,0,0,0,0,0,0,0,0,0,1,1
1399,294.5,14,19.55,0,0,1,0,1,0,1,0,0,0,0
1400,58.3,3,19.95,0,0,0,0,1,0,1,0,0,0,0
1401,442.85,4,99.8,0,1,0,1,0,0,0,0,1,0,0
1402,553.0,18,35.0,1,0,0,0,0,0,0,0,1,0,0
1403,546.45,8,66.25,0,0,0,0,0,0,0,0,0,0,0
1404,797.1,35,23.3,0,0,0,0,1,1,0,1,0,0,0
1405,76.0,1,76.0,0,0,0,0,0,0,0,0,1,0,0
1406,1673.8,66,25.3,0,0,0,1,1,0,0,1,0,0,0
1407,343.45,8,44.55,1,0,0,0,0,0,1,1,0,1,1
1408,7412.25,71,104.1,0,0,1,1,0,0,0,0,0,1,0
1409,4039.0,43,92.55,0,0,0,0,0,1,0,0,0,0,0
1410,170.85,2,93.85,0,1,0,0,0,0,0,0,1,0,0
1411,2948.6,29,101.45,0,1,0,0,0,1,0,0,0,0,0
1412,1308.4,15,84.3,0,0,0,0,0,0,0,0,1,0,0
1413,6078.75,65,94.55,0,0,0,1,0,0,0,1,0,1,1
1414,3418.2,35,95.5,0,0,0,0,0,0,0,0,0,0,1
1415,6603.8,64,100.3,0,0,1,1,0,0,0,0,0,1,0
1416,3166.9,58,55.5,1,0,0,1,0,0,0,1,0,0,1
1417,865.75,18,49.85,0,1,0,1,0,0,0,0,0,0,0
1418,6373.1,67,89.55,0,0,0,0,0,1,0,0,0,0,0
1419,1177.05,63,19.15,0,0,0,0,1,0,1,1,0,0,0
1420,5985.75,60,99.8,0,0,0,0,0,0,0,0,0,0,0
1421,732.5,9,84.4,0,1,0,1,0,0,0,0,1,0,0
1422,7869.05,70,113.05,0,0,0,1,0,0,0,1,0,1,1
1423,1504.05,15,101.1,0,0,0,0,0,0,0,0,1,0,0
1424,936.7,48,19.95,0,0,1,0,1,0,1,0,0,0,0
1425,741.4,12,74.15,0,0,0,0,0,0,0,0,0,0,1
1426,6585.2,71,92.0,0,1,1,0,0,0,0,0,0,1,1
1427,3122.4,44,73.85,0,1,0,0,0,0,0,0,0,0,0
1428,50.45,1,50.45,0,0,0,0,0,0,0,0,1,0,0
1429,1088.25,45,24.45,0,0,0,0,1,0,1,1,0,0,0
1430,615.35,23,24.8,0,0,1,1,1,0,0,0,0,0,0
1431,2908.2,43,64.85,0,0,1,0,0,1,0,0,0,0,1
1432,739.9,35,20.75,0,0,0,0,1,1,0,0,0,0,0
1433,593.85,9,68.95,0,0,0,0,0,0,1,0,0,1,1
1434,1132.75,12,99.95,0,0,0,0,0,0,1,0,1,0,1
1435,7227.45,65,109.4,0,1,0,1,0,0,0,0,0,1,0
1436,193.6,2,91.4,0,0,0,0,0,0,0,0,1,0,0
1437,1291.35,27,49.0,0,0,0,0,0,0,1,0,0,0,0
1438,2023.55,40,50.25,0,0,1,0,0,0,1,0,0,0,0
1439,349.65,5,75.55,0,1,0,1,0,0,0,0,1,0,0
1440,153.95,8,19.9,0,0,1,1,1,0,0,0,0,0,0
1441,5458.8,58,97.8,0,1,1,0,0,1,0,0,0,0,0
1442,5244.45,52,100.3,0,0,1,0,0,0,0,0,0,1,0
1443,154.55,3,55.8,0,0,0,0,0,0,1,0,0,0,1
1444,4507.15,41,111.15,0,0,0,0,0,0,0,1,0,1,1
1445,2031.95,20,98.55,0,0,0,0,0,0,1,0,0,0,1
1446,50.05,1,50.05,0,0,0,0,0,0,0,0,0,0,0
1447,332.45,4,80.8,0,0,0,1,0,0,0,0,1,0,1
1448,473.9,23,20.85,0,0,0,0,1,0,0,0,0,0,0
1449,106.8,6,19.5,0,1,0,0,1,1,0,0,0,0,0
1450,152.6,8,19.35,0,0,0,0,1,0,1,0,0,0,0
1451,1199.4,18,69.5,0,0,0,0,0,0,1,0,0,1,0
1452,2555.05,52,48.8,1,1,0,1,0,0,0,0,0,1,0
1453,2979.2,31,94.5,0,0,0,0,0,0,0,0,0,0,0
1454,654.85,29,20.65,0,0,0,0,1,0,1,0,0,0,0
1455,3834.4,36,106.05,0,0,0,1,0,0,0,1,0,1,1
1456,1534.75,16,100.0,0,0,0,0,0,0,0,0,1,0,0
1457,4586.15,42,108.3,0,0,1,0,0,0,0,0,0,0,1
1458,20.55,1,20.55,0,0,0,0,1,0,0,0,1,0,0
1459,5941.05,60,99.65,0,0,0,0,0,0,0,1,0,0,0
1460,424.15,5,85.3,0,0,0,0,0,0,0,0,1,0,0
1461,2234.95,22,95.9,0,0,0,1,0,0,0,0,0,1,1
1462,666.75,36,20.0,0,0,1,0,1,0,1,0,0,0,0
1463,281.0,4,70.4,0,0,0,0,0,0,0,0,1,0,0
1464,547.8,9,64.95,0,0,0,0,0,0,1,0,0,1,1
1465,74.6,1,74.6,0,0,0,1,0,0,0,0,0,0,0
1466,571.15,12,49.2,0,0,0,0,0,0,0,0,0,1,0
1467,1756.6,23,73.75,0,0,1,0,0,0,1,0,0,0,1
1468,5731.45,62,92.3,0,0,1,0,0,1,0,0,0,1,0
1469,3475.55,37,98.8,0,0,0,0,0,1,0,0,1,0,1
1470,156.85,8,19.2,0,0,0,0,1,0,1,0,0,0,0
1471,2683.2,31,88.65,0,0,0,1,0,0,0,0,0,0,0
1472,896.75,13,74.4,0,0,0,1,0,0,0,0,1,0,0
1473,2407.3,24,98.75,0,0,0,0,0,0,0,0,1,0,0
1474,4456.65,45,95.95,0,0,0,0,0,1,0,0,0,0,0
1475,6998.95,69,105.4,0,1,0,1,0,0,0,1,0,0,1
1476,36.8,2,20.25,0,0,0,0,1,0,1,0,0,0,0
1477,6547.7,61,106.0,0,0,1,0,0,0,0,0,1,1,0
1478,4346.4,41,104.7,0,0,0,0,0,0,0,0,1,0,0
1479,2265.0,44,49.05,1,0,1,0,0,0,0,0,0,0,0
1480,1309.15,39,35.55,1,0,1,0,0,0,1,0,0,0,1
1481,4754.3,72,65.1,1,0,0,1,0,0,0,1,0,1,1
1482,1235.55,13,96.85,0,1,0,0,0,0,0,0,0,0,0
1483,3562.5,51,69.75,0,0,1,1,0,0,0,0,0,1,1
1484,7213.75,71,99.2,0,1,0,0,0,0,0,1,0,0,0
1485,2082.95,22,96.7,0,1,0,0,0,0,0,0,1,0,0
1486,102.75,2,55.05,0,0,0,1,0,0,0,0,1,0,1
1487,5914.4,56,106.8,0,0,1,0,0,0,0,0,0,0,0
1488,51.25,1,51.25,0,0,0,0,0,0,1,0,0,1,0
1489,1282.85,23,57.75,0,0,1,0,0,0,1,0,0,1,1
1490,4738.85,66,70.85,0,1,1,0,0,1,0,0,0,0,0
1491,19.55,1,19.55,0,0,0,0,1,0,1,0,0,0,0
1492,1775.8,19,88.2,0,1,0,0,0,0,0,0,1,0,0
1493,795.65,11,79.5,0,0,0,0,0,1,0,0,0,1,0
1494,145.0,8,19.75,0,0,1,0,1,0,1,0,1,0,0
1495,4993.4,52,98.15,0,0,0,0,0,1,0,0,0,1,0
1496,61.45,3,20.25,0,0,0,0,1,0,0,0,0,0,0
1497,4018.55,51,79.15,0,0,0,0,0,1,0,0,0,1,0
1498,1146.65,15,75.65,0,1,0,0,0,0,0,0,1,0,0
1499,6081.4,64,94.25,0,1,0,0,0,0,0,0,0,0,0
1500,1478.85,37,40.2,1,0,0,1,0,0,0,0,0,0,0
1501,243.65,13,19.95,0,0,0,0,1,0,1,1,0,0,0
1502,2633.95,49,55.35,0,0,1,0,0,0,0,0,0,1,0
1503,4735.35,45,102.15,0,1,1,0,0,1,0,0,0,0,0
1504,1247.75,18,71.1,0,0,0,0,0,0,0,0,0,0,0
1505,74.7,1,74.7,0,1,0,0,0,0,0,0,1,0,0
1506,3794.5,68,54.1,1,0,0,0,0,1,0,1,0,1,0
1507,1008.7,54,19.65,0,0,0,1,1,0,0,1,0,0,0
1508,2130.55,23,88.45,0,1,0,0,0,1,0,0,0,0,0
1509,1313.55,17,76.65,0,0,0,0,0,0,0,0,1,0,0
1510,5727.15,71,80.4,0,0,0,1,0,0,0,1,0,1,1
1511,1372.9,67,19.25,0,0,0,0,1,1,0,1,0,0,0
1512,1203.9,14,84.8,0,0,0,0,0,0,0,0,0,0,0
1513,25.8,1,25.8,1,1,0,0,0,0,1,0,1,0,0
1514,1215.1,63,19.5,0,0,0,1,1,0,0,1,0,0,0
1515,2877.05,41,68.6,0,0,1,0,0,0,0,0,0,0,1
1516,1579.7,17,92.6,0,0,0,0,0,0,0,0,0,0,0
1517,5514.95,56,100.55,0,0,1,0,0,0,0,0,0,1,0
1518,96.1,5,20.55,0,0,0,1,1,0,0,0,0,0,0
1519,72.4,2,42.6,1,0,0,0,0,0,0,0,1,1,0
1520,55.25,3,19.6,0,0,0,0,1,0,1,0,0,0,0
1521,2443.3,37,67.45,0,0,1,0,0,0,0,0,0,1,1
1522,1970.5,29,68.85,0,0,0,0,0,1,0,0,1,1,0
1523,335.4,8,43.55,0,0,0,0,0,0,1,0,0,0,0
1524,7002.95,63,109.85,0,0,0,1,0,0,0,0,0,0,1
1525,158.95,7,20.65,0,0,0,0,1,0,1,0,0,0,0
1526,293.15,3,95.4,0,0,0,0,0,0,0,0,0,0,0
1527,1493.75,72,21.0,0,0,0,0,1,1,0,1,0,0,0
1528,1093.4,19,56.2,0,0,0,0,0,0,0,0,0,0,0
1529,1057.85,59,18.4,0,0,0,0,1,1,0,1,0,0,0
1530,190.05,2,90.0,0,0,0,1,0,0,0,0,1,0,1
1531,882.55,35,25.75,0,0,0,0,1,0,0,0,0,0,0
1532,300.4,14,19.6,0,0,0,1,1,0,0,0,0,0,0
1533,1025.95,14,75.35,0,0,0,0,0,0,0,0,1,0,0
1534,1436.95,69,19.8,0,0,0,1,1,0,0,1,0,0,0
1535,475.0,7,64.2,0,1,0,0,0,0,0,0,0,1,1
1536,5388.15,69,75.75,0,0,0,0,0,1,0,1,0,1,1
1537,5730.15,72,78.95,0,0,0,0,0,0,0,1,0,0,1
1538,819.55,8,100.85,0,0,0,0,0,0,0,0,1,0,0
1539,217.1,4,50.3,0,0,0,0,0,0,0,0,0,1,0
1540,4896.35,63,80.3,0,0,0,1,0,0,0,0,0,0,0
1541,1434.1,72,19.85,0,0,0,0,1,1,0,1,0,0,0
1542,937.1,46,21.1,0,0,0,0,1,0,0,1,0,0,0
1543,330.15,5,69.95,0,0,0,0,0,0,0,0,1,0,0
1544,1474.9,30,50.0,0,0,0,0,0,0,1,0,0,0,0
1545,6536.5,63,104.75,0,0,0,0,0,1,0,1,0,0,0
1546,1128.1,60,19.85,0,0,0,0,1,1,0,1,0,0,0
1547,6873.75,63,107.5,0,0,1,0,0,0,0,0,1,0,0
1548,2199.05,25,85.9,0,0,0,0,0,0,0,0,0,0,1
1549,45.85,1,45.85,0,0,0,0,0,0,1,0,1,0,0
